Feature ID,Taxon,Confidence
f2e1a058185420b7d6fe56f5301f8ad7,Unassigned,0.8680067672913558
939cfd47eebc4a595724eec7d0e52794,Fungi;Basidiomycota,0.9998453015686944
493d0dfcde3e798a747681127a923ba2,Fungi;Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Komagataella,0.9999752874200165
4b7bf14c5e052f04426a4d4c94417263,Fungi;Ascomycota;Pichiomycetes;Pichiales;Pichiaceae;Komagataella,0.999984026446807
3574a07da0801120f6f53cbf035cbe8d,Straminipila,0.9999924884664926
8d00f73900e7507b50f0326a2001999c,Straminipila;Chrysophyta;Chrysophyceae;Chromulinales;Dinobryaceae;Poteriospumella;lacustris;tree1.8,0.843092840255385
72ffabef9489a586dee6751d9ca684c4,Unassigned,0.9556897155721559
61d220841e774dff5c5aec1151128f9b,Unassigned,0.9671284635900905
1dc53b5b481477777dbc1e21f0b9c744,Unassigned,0.9579553902774204
f5a96816dc023a7bb7c9a5ea5ae403fd,Unassigned,0.95753638510934
d07e8d761d0f9783815ed1c73bffe90f,Unassigned,0.9659381944817159
9b22d3c7e25b6df5fd4a789e29214e13,Unassigned,0.9866919999963504
7eeeab6ff1bb6b2a8fd036b77e7e2393,Unassigned,0.9718494567950642
8cc48c3d5bc637fa595429de9a98a6b1,Unassigned,0.9717738551868648
109c4e7aa92d5438f4ddfea0f69da20a,Unassigned,0.9517416577705428
c3aff7d5ad15b155e8a6cbd5176bccbc,Unassigned,0.9297661837156231
dc453325ce108b51a424c1b0877280a7,Unassigned,0.9035632643078206
f6d3bd7834fe83dd73143c75413cb2f2,Unassigned,0.7614098848680579
30f4fcea6a2b5ab4e017095af0259da5,Unassigned,0.7830130806684916
8ec9d096c0241d62da483579861d7880,Unassigned,0.8089963711176429
23ed517d4bc8eca2c0b181db6713a5df,Unassigned,0.829674499920217
ca1a863738c6cdc9e4a84f31374f4346,Unassigned,0.9005896605914707
fa39c0847960db5a346c9f5bdde89832,Unassigned,0.8216682341039614
126eb709282ee74144e73713a5c3b949,Unassigned,0.6888881427010112
9b245810f44545342eb94e4851e624b1,Unassigned,0.8530949225137635
3ddb046920e8e1401328e8d12a3005c0,Unassigned,0.6696495086806261
7ecf4ac26b3ca41af3842323924d8ec3,Unassigned,0.5450932276766396
c51fc5b739adc1aa4a4f833d105c4cb3,Unassigned,0.8757849932516485
8608d0ccd1ba548d81822e660c65aea4,Unassigned,0.7988725574699513
220dc5d4836fc3e9ad509b052beafb2e,Unassigned,0.6872404136251412
578a2bfae645b1414b3445a0eeb6507e,Unassigned,0.9054661303600149
69bec0353b32e9b8630c8bc5f7abad35,Unassigned,0.8465049311448883
305afe3cf05b698ff9b7a22d75337c4f,Unassigned,0.8300894162790207
f27f23279abfad428e6c12b13bee867b,Unassigned,0.7940349594179053
33a8f2e4a68ce3cd8807da959ce16522,Unassigned,0.784009369563925
72058b091498a0131170c0aae5b29ae9,Unassigned,0.7642291494217763
aebb58670ae44e51a6e183397850fa04,Unassigned,0.6760676195692732
e4a322f942c49edf4df1cdfd139445ca,Unassigned,0.6033107594954354
746b2b82bb2115da81c06b570009043b,Unassigned,0.8243763700038458
ca56f4efc3e152fad11dbca94e9dd69a,Unassigned,0.6492858382553484
960d49b49d14732709e476523a7adcc6,Unassigned,0.6309137213407845
ef3f8ce47fb8df12864a6046e7c00e3c,Unassigned,0.5660966352138015
d19c018818a883b6f3e10f455cf39e47,Unassigned,0.6119271480615184
683c0cf63849146711094a7926cc032a,Unassigned,0.7776243922358341
9de21929f421160e4d7248da6ecb04cd,Unassigned,0.9148358323154822
952014a0e02dad49628929ee60e4474d,Unassigned,0.839266722727086
b0833a174042cc06d64e48a75970507f,Unassigned,0.8231924150816087
2b49a2ac0e1713233c99b8ab46d15a33,Unassigned,0.9235685467666719
ff7faba0bc77f7697fa7aaf2f7642614,Unassigned,0.6959231389253157
bd2815a0899d7c43d97f0de1f0562f36,Unassigned,0.7080484165541976
5eb98e41488beaf9b2bd881e0fd10046,Unassigned,0.6440181899118715
eb2a0da9a9263f98a9de313eac516e05,Unassigned,0.6949842821803736
da776ee9f8ce5781f9a0092ffa66d7b8,Unassigned,0.6431540510630089
6cadace7b9dba8872113b8d14711424f,Unassigned,0.7012280598484693
1a75939f58f51e46dc09dd13efcb8d18,Unassigned,0.5502962637503824
987124b487440415cac5deb50d56f87c,Unassigned,0.5938149377483593
b2c4acf23fb720411d79fb37cc14acf6,Unassigned,0.7313296318014149
46dc08844d5df2bb08cca0ca44de7eb7,Unassigned,0.5697950457911138
148dec1d1523f3d938bd68bbefeb304b,Unassigned,0.4349666987618118
fa816fda31e948fb8c6b44fe243e80bb,Unassigned,0.5288801193130886
34b5387c10a059cf475d446f96d6cb9a,Unassigned,0.48826914089145257
f8bc459e961af51c4abd0cee0c30d533,Unassigned,0.6980288398657855
c38665054cec0e773e0d6f659bb05ed7,Unassigned,0.8349246761696476
51f994a2d411d03a261f135327cf91c3,Unassigned,0.5536577914469685
ab791ada36cfdecebfcc7b604ac643e2,Unassigned,0.6726876825533322
ecb21683d013bde93d4cf0b09aebf0d9,Unassigned,0.5789099330059211
81f0617550722194a10e11eb717db7c2,Unassigned,0.6262835630967061
45a7ee28762b3d42678276e9e7f07db4,Unassigned,0.7634508479594209
5bdd36eb0096c90392f1dcd3efa79a2f,Unassigned,0.6777414948321561
45142f84ed7553818bd0eddf26441a63,Unassigned,0.6609583968145003
9c5b0aa06129328537dc898753f35867,Unassigned,0.5480797591724165
3cfd6b72529982360033049b80f9d0a8,Unassigned,0.5872383388074651
60804c853c4d45c14f4ac81a8e3d904b,Unassigned,0.6282913076653655
b89af66a7a6b74bbe5c0074ca493b198,Unassigned,0.5504914983805888
ccc1a4846cc662d48dc2aab113741f47,Unassigned,0.4056798071984399
2d2cf3f5da22307bc8b8989d7da87dad,Unassigned,0.41195104062151566
ee06a3ebd510a167653328aa35d6fce9,Unassigned,0.5572184169619979
cd7bb62f23d7397f720e65b11b9e6011,Unassigned,0.7226145886846294
e35c3ebe6c012ffa1262daad9545cac5,Unassigned,0.41451031691782214
06df1691bb9a3a76189b8b85d4bfa0c7,Unassigned,0.4993912197894803
907ea3e347b1176a906df1707ef43ebb,Unassigned,0.43046698584076903
f5eba5bd248efb6ce633ec1ef5bb111c,Unassigned,0.42421645287476684
57b15ca3bf45eca89f40460d5048b298,Unassigned,0.5283118611973182
ab4b0a798b7e2072556fdbdc892685c7,Unassigned,0.7171236367653704
daa857c40b6ded7579eb5f5f36a4a57a,Unassigned,0.9168070553496852
a4750582630f2349746143963c51e0b8,Unassigned,0.9716097435590214
07936097684a987d84d54b8a307f9c26,Unassigned,0.9579336567765627
c635798e982ba103c5f010723897463c,Unassigned,0.940766467089265
164c19ae4bc9f7229874ec70dfbfc9a1,Unassigned,0.9750585635125221
3796f78a5509db44ae6c1b0b1a896c6e,Unassigned,0.9558463188418389
e3626db91f7ff29c1d02183a525bc153,Unassigned,0.9673040643146941
07c1765718bdda931830eaf75c4eabab,Unassigned,0.9371429354423184
2ebdcc6ced18995eeb8e52cb54fd9724,Unassigned,0.934454150155038
60da451bfd5705344821eddf07258cf8,Unassigned,0.9852748058537465
3a5d9a5541d5651259f1865cc0723481,Unassigned,0.9836266502159637
6340a8240daf2ac38087849067116b9b,Unassigned,0.9841565027411789
656d4bbb5ef883a27c9acb9362707d98,Unassigned,0.9872575427378205
e5bdc57da58b187e3188d4c57b292ddd,Unassigned,0.7663690616684731
b4d9e1a91ad2dfe67d2c5beb5a367a63,Unassigned,0.3760993310900137
cb2df63c354b1677aa201de397b9881d,Unassigned,0.7784951636323982
87dc8bfeb395194bd0ac06bbb9fa2c29,Unassigned,0.7398187383638621
1bec4e5d857df3aa25f7ca4e7a8d2df2,Unassigned,0.6586991036449359
1eff7dac86c13f6758573d554d5179d9,Unassigned,0.9451634149936837
e12d0b609643687638b647518163b19c,Unassigned,0.9370891748922137
26051185aa340f3e9847b9eb1faba8d3,Unassigned,0.8548072128927197
390d4d3b7f225f9dc9cb5026e792279e,Unassigned,0.7820856763198945
6c4fa1aae022bbe897cf9bb334d14f0c,Unassigned,0.8414767001811493
9c42b7dde9466792f351acbf55b39734,Unassigned,0.8315915114540239
4247b77c0c0ca4fe44d65ca0bf018d65,Unassigned,0.9761208132306679
fe034a685a0c9a88bbb04e7eab4577ff,Unassigned,0.8619062627271495
1985da23f7ae7547a92ce04a7bcd6e00,Unassigned,0.892888530635873
4eecf590180cfe8e30ecdf2cba3bb3f2,Unassigned,0.7383038342930032
24d7b14f9e7f84df6938b2b82adae0d7,Unassigned,0.8858793400508429
573500ee5ddc6ee5700fbb8d99210e59,Unassigned,0.962381439857489
05d74352653aa95ab71aaf958c863133,Unassigned,0.967598362050748
fcad6a1b624874a7cdcdcb3b078ce195,Unassigned,0.9022743883885456
b42ac64927e350b2071e011ba9b594fd,Unassigned,0.8501893643339522
35a82e873f4fc930b8d36dd6cebdf49a,Unassigned,0.8388298953340344
da919020fc21ba22147c8170dcc63aef,Unassigned,0.9593056878359602
d5c56ee95153d4811b33f9dfbd54a1d0,Unassigned,0.8991649243123514
b4baaa6b73cc2f9da9d517e21b0f344c,Unassigned,0.9402895535742888
f0ac4b48e065193e6b3d5c90014cc5d1,Unassigned,0.9304004217001107
d971569e1542cffc9c2bb2eb561d46f0,Unassigned,0.9530631382001088
10e08358c7f1d9771f28cc283ab1a93e,Unassigned,0.9366636310515148
3c21cee0a60f50cf0873884e9b9ed501,Unassigned,0.9814840221101032
0530c69e6c0858ef28b9e7012d7d18cd,Unassigned,0.9165952047887521
efaf1b16bde17027af45e0789aefcb41,Unassigned,0.8032266745655492
7c3cc20a9fe3812e1fdac6910bc50195,Unassigned,0.8518304091986633
b5a2a912b41a468b4b2567e9294d8a1b,Unassigned,0.9150925747128246
1802cc3fd3174b4d5055ae3630c76fd8,Unassigned,0.8175063082801843
c9041d1b7ee4d701a14cfbcf434bb353,Unassigned,0.9615526107520725
8bdc87febb5f36ece1793856901ee893,Unassigned,0.9485547219556141
0ea073fff4c4411d69043b2ec63b41e5,Unassigned,0.909007192018573
672d8acf50179d2eec023773533ce7c0,Unassigned,0.9547691790919512
fd2e4a1d9ea67867d7c26612e5b70dad,Unassigned,0.9672808245909265
33d61ef68e47b6b660d340e9c758852e,Unassigned,0.9684176543794021
62d8d19f0faf48bfdab44fdcb822ec10,Unassigned,0.9741028602723578
6cd32d24710cb76f91761fc857c11daa,Unassigned,0.7720273891024371
1e09ac8ea30ecd27aa502268bc716b48,Unassigned,0.9592509936370144
73745c99d129447a82d62d732a5bb899,Unassigned,0.9809055283910356
a5068f34af460b80963396fc0471b1b9,Unassigned,0.9799392176152194
