ASV,Timepoint,treatment_diff,Treatment,condval,Taxon,Kingdom,Phylum,Class,Order,Family,Genus,Species,ASV_ID,label,plastic_present,mode
dd816f40d36a0288670a4e3b996e451f,T6,-0.09643191995,stress,-0.1123155714,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3267,Bacillariophyceae (ASV3267),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T0,-0.05863835657,ambient,-0.0181487291,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T0,-0.05863835657,stress,-0.07678708567,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T1,-0.03981696995,ambient,-0.009327557875,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T1,-0.03981696995,stress,-0.04914452782,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T2,-0.03708324861,ambient,-0.007800151271,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T2,-0.03708324861,stress,-0.04488339988,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T3,-0.03225446785,ambient,-0.009125553421,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T3,-0.03225446785,stress,-0.04138002127,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T4,0.903330251,ambient,-0.06357731832,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T4,0.903330251,stress,0.8397529327,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T5,-0.04554837309,ambient,-0.01136020799,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T5,-0.04554837309,stress,-0.05690858108,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T6,-0.09763465129,ambient,-0.01579777303,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
0b01e4692c4ed135d6def6adbc39edee,T6,-0.09763465129,stress,-0.1134324243,Straminipila;Bacillariophyta;Bacillariophyceae,Straminipila,Bacillariophyta,Bacillariophyceae,NA,NA,Bacillariophyceae,,ASV3268,Bacillariophyceae (ASV3268),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T0,-0.0307517045,ambient,-0.1141164145,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T0,-0.0307517045,stress,-0.144868119,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T1,1.873383952,ambient,-0.4646691678,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T1,1.873383952,stress,1.408714784,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T2,-0.03285568604,ambient,-0.05384026009,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T2,-0.03285568604,stress,-0.08669594613,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T3,-0.007622228909,ambient,-0.06735652365,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T3,-0.007622228909,stress,-0.07497875256,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T4,0.02306977753,ambient,-0.08240468759,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T4,0.02306977753,stress,-0.05933491007,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T5,-0.2885975859,ambient,0.5251299473,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T5,-0.2885975859,stress,0.2365323614,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T6,-0.5944996884,ambient,0.5630726278,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
a0d4a6e59ce3f7f12a73a95d8b98f05b,T6,-0.5944996884,stress,-0.03142706056,Straminipila;Bacillariophyta,Straminipila,Bacillariophyta,NA,NA,NA,Bacillariophyta,,ASV3049,Bacillariophyta (ASV3049),Y,autotroph
c238bc45a2b62613313057f4e61a94f2,T0,-0.133294408,ambient,-0.01756478758,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T0,-0.133294408,stress,-0.1508591956,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T1,0.6058110121,ambient,-0.03521236279,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T1,0.6058110121,stress,0.5705986493,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T2,0.6443321129,ambient,-0.03194284193,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T2,0.6443321129,stress,0.612389271,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T3,-0.06181415126,ambient,-0.009660352037,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T3,-0.06181415126,stress,-0.0714745033,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T4,-0.04484764824,ambient,-0.01302619323,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T4,-0.04484764824,stress,-0.05787384148,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T5,-0.09776233035,ambient,-0.01148605418,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T5,-0.09776233035,stress,-0.1092483845,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T6,-0.1835620104,ambient,-0.01496190866,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
c238bc45a2b62613313057f4e61a94f2,T6,-0.1835620104,stress,-0.1985239191,Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Biecheleriaceae;Biecheleria,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Biecheleriaceae,Biecheleria,,ASV4247,Biecheleria (ASV4247),Y,mixotroph
f9d4ff69543d6ff340b0b9a937b38afb,T0,0.6332657772,ambient,0.3032380536,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T0,0.6332657772,stress,0.9365038308,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T1,-0.05059219108,ambient,-0.03199080206,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T1,-0.05059219108,stress,-0.08258299314,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T2,-0.04386552691,ambient,-0.02773878006,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T2,-0.04386552691,stress,-0.07160430697,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T3,0.7204992284,ambient,-0.1179073804,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T3,0.7204992284,stress,0.602591848,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T4,-0.00381450112,ambient,-0.04274275445,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T4,-0.00381450112,stress,-0.04655725557,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T5,-0.04608808458,ambient,-0.03413383413,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T5,-0.04608808458,stress,-0.08022191871,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T6,-0.09737393082,ambient,-0.04872345329,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
f9d4ff69543d6ff340b0b9a937b38afb,T6,-0.09737393082,stress,-0.1460973841,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae;.;.;pass,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,.;pass,ASV3333,Cafeteriaceae (ASV3333),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T0,1.641890932,ambient,-0.3668878272,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T0,1.641890932,stress,1.275003105,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T1,-0.04741426417,ambient,-0.03187238886,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T1,-0.04741426417,stress,-0.07928665304,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T2,-0.04011546572,ambient,-0.02950043803,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T2,-0.04011546572,stress,-0.06961590376,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T3,-0.03553949626,ambient,-0.02921209526,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T3,-0.03553949626,stress,-0.06475159152,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T4,0.001980593464,ambient,-0.04947617847,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T4,0.001980593464,stress,-0.047495585,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T5,0.6670792214,ambient,-0.1291361326,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T5,0.6670792214,stress,0.5379430888,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T6,-1.163166759,ambient,0.7676835976,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
ff418ed588b05bd53f0041df70ed99ef,T6,-1.163166759,stress,-0.395483161,Straminipila;Bicosoecida;Bicoecea;Anoecales;Cafeteriaceae,Straminipila,Bicosoecida,Bicoecea,Anoecales,Cafeteriaceae,Cafeteriaceae,,ASV3334,Cafeteriaceae (ASV3334),N,heterotroph
8ddbecf5eed09dfafcc7f5532a451686,T0,-0.2088146109,ambient,-0.01635780012,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T0,-0.2088146109,stress,-0.225172411,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T1,-0.1540480115,ambient,-0.009047117711,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T1,-0.1540480115,stress,-0.1630951292,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T2,0.5195758431,ambient,-0.02736004299,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T2,0.5195758431,stress,0.4922158001,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T3,0.6236879955,ambient,-0.03758622699,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T3,0.6236879955,stress,0.5861017685,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T4,0.5982093998,ambient,-0.04531385949,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T4,0.5982093998,stress,0.5528955404,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T5,-0.1753439239,ambient,-0.01062372648,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T5,-0.1753439239,stress,-0.1859676503,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T6,-0.2906365407,ambient,-0.01309253735,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8ddbecf5eed09dfafcc7f5532a451686,T6,-0.2906365407,stress,-0.3037290781,Viridiplantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorellaceae,,ASV4483,Chlorellaceae (ASV4483),Y,mixotroph
8837a10e8cb344fcf23e3f580a452c18,T0,-0.005387821787,ambient,0.3011893152,Viridiplantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,NA,Chlorodendrales,,ASV4329,Chlorodendrales (ASV4329),Y,autotroph
8837a10e8cb344fcf23e3f580a452c18,T0,-0.005387821787,stress,0.2958014934,Viridiplantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,NA,Chlorodendrales,,ASV4329,Chlorodendrales (ASV4329),Y,autotroph
8837a10e8cb344fcf23e3f580a452c18,T1,-1.07773908,ambient,0.9622562851,Viridiplantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,NA,Chlorodendrales,,ASV4329,Chlorodendrales (ASV4329),Y,autotroph
8837a10e8cb344fcf23e3f580a452c18,T1,-1.07773908,stress,-0.1154827952,Viridiplantae;Chlorophyta;Chlorodendrophyceae;Chlorodendrales,Viridiplantae,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,NA,Chlorodendrales,,ASV4329,Chlorodendrales (ASV4329),Y,autotroph
